INITIAL	2685531.5
INITIAL	2661776.33333	1463
ttk_km	2654189.91667	2650221.58333	319	2036	skip
catering_km	2655115.58333	2650221.58333	325	1984	skip
office_km	2662922.16667	2650221.58333	325	1832	skip
cafe_sum_5000_min_price_avg	2662395.0	2650221.58333	329	1997	skip
hospital_beds_raion	2654920.91667	2650221.58333	350	2238	skip
fitness_km	2662947.08333	2650221.58333	358	1974	skip
workplaces_km	2659776.91667	2650221.58333	363	2056	skip
cemetery_km	2656851.58333	2650221.58333	365	1897	skip
big_church_km	2655183.16667	2650221.58333	366	2331	skip
university_km	2653915.0	2650221.58333	368	2175	skip
num_room	2655487.0	2650221.58333	369	2116	skip
school_km	2658244.0	2650221.58333	370	2020	skip
radiation_km	2659330.83333	2650221.58333	380	1779	skip
prom_part_3000	2658214.83333	2650221.58333	383	2188	skip
water_km	2653662.5	2650221.58333	392	2277	skip
swim_pool_km	2663977.16667	2650221.58333	401	1888	skip
public_healthcare_km	2659084.0	2650221.58333	424	2092	skip
area_m	2655730.66667	2650221.58333	425	1802	skip
green_zone_km	2660116.41667	2650221.58333	440	2145	skip
public_transport_station_km	2650221.58333	2650221.58333	446	2236	remove
material	2651206.66667	2650221.58333	450	2074	skip
industrial_km	2660115.75	2650221.58333	451	1719	skip
mosque_km	2658048.75	2650221.58333	477	1980	skip
metro_min_avto	2661549.0	2650221.58333	490	1785	skip
railroad_km	2657274.58333	2650221.58333	529	2001	skip
kindergarten_km	2653432.58333	2650221.58333	595	2153	skip
age_of_building	2655132.41667	2650221.58333	632	2094	skip
kitch_sq	2652639.66667	2650221.58333	693	2139	skip
state	2657658.5	2650221.58333	721	2062	skip
rel_floor	2660301.0	2650221.58333	896	1885	skip
rel_kitch_sq	2662903.33333	2650221.58333	1107	1885	skip
rel_life_sq	2658568.0	2650221.58333	1128	2367	skip
build_year	2658501.66667	2650221.58333	1268	2121	skip
max_floor	2659087.16667	2650221.58333	1318	2227	skip
floor	2660331.25	2650221.58333	1895	1710	skip
life_sq	2655213.75	2650221.58333	2378	1762	skip
full_sq	2787021.33333	2650221.58333	6755	2624	skip
